MovieID,Title,IMDbRating,Plot,Director,Actors,Genre,Runtime,Released
1095,Glengarry Glen Ross,7.7,An examination of the machinations behind the scenes at a real estate office.,James Foley,"Al Pacino, Jack Lemmon, Alec Baldwin","Crime, Drama, Mystery",100 min,02 Oct 1992
1096,Sophie's Choice,7.5,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",Alan J. Pakula,"Meryl Streep, Kevin Kline, Peter MacNicol","Drama, Romance",150 min,04 Mar 1983
1097,E.T. the Extra-Terrestrial,7.9,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote","Adventure, Family, Sci-Fi",115 min,11 Jun 1982
1100,Days of Thunder,6.1,A young hot-shot stock car driver gets his chance to compete at the top level.,Tony Scott,"Tom Cruise, Nicole Kidman, Robert Duvall","Action, Drama, Sport",107 min,27 Jun 1990
1101,Top Gun,6.9,"The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying skills. When hotshot fighter pilot Maverick is sent to the school, his reckless attitude and cocky demeanor put him at odds ...",Tony Scott,"Tom Cruise, Tim Robbins, Kelly McGillis","Action, Drama",109 min,16 May 1986
1102,American Strays,5.2,"The film is three stories about one story, featuring an exciting and quirky cast of characters living on the edge.",Michael Covert,"Scott Plank, Melora Walters, John Savage","Action, Comedy",97 min,13 Sep 1996
1103,Rebel Without a Cause,7.6,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo",Drama,111 min,27 Oct 1955
1107,Loser,7.4,A dark comedy about the wild night Hank has when he discovers that he has won a $200 million lottery jackpot.,Erik Burke,"Brendan Kelly, John Salemmo, Nadine Miral",Comedy,84 min,27 Sep 1996
1115,Sleepover,5.7,"Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that they all will remember.",John Francis Sullivan,"Michael Albanese, Evi Allen, Shannon Barry",Drama,88 min,25 Oct 1996
1124,On Golden Pond,7.6,"Curmudgeon Norman is estranged from his daughter Chelsea. Nevertheless, at Golden Pond he and his wife agree to look after Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda",Drama,109 min,12 Feb 1982
1126,Drop Dead Fred,5.9,A young woman finds her already unstable life rocked by the presence of a rambunctious imaginary friend from childhood.,Ate de Jong,"Phoebe Cates, Rik Mayall, Marsha Mason","Comedy, Drama, Fantasy",103 min,24 May 1991
1129,Escape from New York,7.1,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine","Action, Adventure, Sci-Fi",99 min,10 Jul 1981
1131,Jean de Florette,8.1,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Claude Berri,"Yves Montand, Gérard Depardieu, Daniel Auteuil","Comedy, Drama",120 min,28 Aug 1987
1133,Talking About Sex,6.1,"Andie Norman (Kim Wayans) is a young publisher who gets a chance to remake a dry-text on ""assertive communication skills"" into a best selling book to be titled 'Talking About Sex'. Andie's boyfriend, Doug Penn (Daniel Beer), is a ...",Aaron Speiser,"Kim Wayans, Daniel Beer, Daria Lynn","Comedy, Drama, Romance",87 min,08 Oct 1994
1135,Private Benjamin,6.2,A sheltered young high-society woman joins the United States Army on a whim and finds herself in a trickier situation than she ever expected.,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante","Comedy, War",109 min,10 Oct 1980
1137,Hustler White,5.8,"Reminiscent of Sunset Boulevard, Hustler White transposes the action from the silver screen's old movie backlots to contemporary male prostitution and the porn industry. Said to be an homage to classic Hollywood cinema.","Rick Castro, Bruce La Bruce","Tony Ward, Bruce La Bruce, Kevin P. Scott","Drama, Romance",79 min,17 Oct 1996
1138,Dadetown,6.9,"Interviews in the Michael Moore/""Roger and Me"" tradition examine life in small-town America, class conflicts and the collapse of an upstate New York community, Dadetown, when the town's once-prosperous factory, reduced to the manu...",Russ Hexter,"Jim Pryor, Fred Worrell, Bob Signoracci",Drama,93 min,18 Sep 1996
1139,Everything Relative,5.5,Old college chums get together for a weekend reunion that is bound to open old wounds and perhaps heal them. New romances find a spark while old ones rekindle.,Sharon Pollack,"Monica Bell, Carol Schneider, Ellen McLaughlin",Drama,110 min,13 Sep 1996
1140,Entertaining Angels: The Dorothy Day Story,6.2,"Chronicles the life of Dorothy Day who dedicated herself in service to her socialist beliefs and her adopted faith of Catholicism. The movement she created continues to thrive to this day, with more than 200 communities across the...",Michael Ray Rhodes,"Moira Kelly, Martin Sheen, Lenny von Dohlen","Biography, Drama, Romance",110 min,27 Sep 1996
1141,Hoogste tijd,7.1,Old entertainer gets a last chance to play a serious role.,Frans Weisz,"Rijk de Gooyer, Josse De Pauw, Kitty Courbois",Drama,98 min,27 Sep 1996
1143,Three Lives and Only One Death,6.8,"Take a walk into the dreamlike world of filmmaker Raul Ruiz as he takes us to Paris for a twisting ride. Four strangely symmetrical stories unfold involving love, lust, crime, and time.",Raúl Ruiz,"Marcello Mastroianni, Anna Galiena, Marisa Paredes","Comedy, Crime, Fantasy",123 min,11 Oct 1996
1145,Snowriders,7.7,"Come find out all about the original Snowriders and take a ski trip around the world from China, to Scotland, and down to Australia with skiing greats like John Egan, Brad Vancour, and Jeremy Bloom.","Kurt Miller, Peter Speek","Warren Miller, Suzanne Sawyer, John Egan","Documentary, Sport",96 min,16 Oct 1996
1146,Curtis's Charm,6.7,"This film, based on a Jim Carroll short story, recounts the tale of Curtis and his encounter with voodoo. Curtis is a drug addict who has become paranoid, thinking that his wife's mother has cast evil spells on him. He meets his f...",John L'Ecuyer,"Maurice Dean Wint, Callum Keith Rennie, Rachael Crawford","Comedy, Drama",74 min,18 Oct 1996
1147,When We Were Kings,7.9,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",Leon Gast,"Muhammad Ali, George Foreman, Don King","Documentary, Sport",88 min,14 Feb 1997
1151,Faust,7.4,An ordinary man is lured into a strange puppet theatre by a map and finds himself embroiled in a production of the Faustian legend.,Jan Svankmajer,"Petr Cepek, Jan Kraus, Vladimír Kudla","Animation, Comedy, Drama",97 min,07 Apr 1995
1152,He Walked by Night,7.0,"This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.","Alfred L. Werker, Anthony Mann","Richard Basehart, Scott Brady, Roy Roberts","Crime, Film-Noir, Thriller",79 min,10 May 1949
1153,Raw Deal,7.2,"Joe Sullivan (Dennis O'Keefe) has taken the rap for Rick (Raymond Burr), who double-crosses him with a flawed escape plan and other means intended to get rid of him.",Anthony Mann,"Dennis O'Keefe, Claire Trevor, Marsha Hunt","Crime, Drama, Film-Noir",79 min,26 May 1948
1154,T-Men,6.9,Two U.S. Treasury agents hunt a successful counterfeiting ring.,Anthony Mann,"Dennis O'Keefe, Wallace Ford, Alfred Ryder","Crime, Film-Noir, Thriller",92 min,01 Feb 1948
1158,Here Comes Cookie,6.1,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.",Norman Z. McLeod,"George Burns, Gracie Allen, George Barbier","Comedy, Music, Romance",65 min,10 Sep 1935
1159,Love in Bloom,5.9,A young girl runs away from her carnival family to make it in New York City and becomes involved with a handsome young songwriter.,Elliott Nugent,"George Burns, Gracie Allen, Joe Morrison","Comedy, Music, Romance",75 min,20 Apr 1935
1160,Six of a Kind,6.7,"When a respectable middle-class couple take a cross-country trip by auto, they share expenses with a decidedly oddball couple, none of whom know the car carries embezzled funds.",Leo McCarey,"Charles Ruggles, Mary Boland, W.C. Fields",Comedy,62 min,09 Feb 1934
1163,Mina Tannenbaum,7.1,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,Martine Dugowson,"Romane Bohringer, Elsa Zylberstein, Florence Thomassin",Drama,128 min,26 May 1995
1167,Dear God,5.4,"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",Garry Marshall,"Greg Kinnear, Laurie Metcalf, Maria Pitillo",Comedy,112 min,01 Nov 1996
1168,Bad Moon,5.8,"After being bitten by a werewolf in the jungle, Ted looks for a cure. His lawyer sister, with a son and dog, invites him to park his camper by her house in the woods and live out of her fridge.",Eric Red,"Mariel Hemingway, Michael Paré, Mason Gamble","Horror, Thriller",80 min,01 Nov 1996
1169,American Dream,7.8,Recounts the 1985-86 strike against the Hormel Foods Corporation in Minnesota after its employees' wages and benefits were cut.,"Barbara Kopple, Cathy Caplan, Thomas Haneke","Lewie Anderson, R.J. Bergstrom, Ron Bergstrom",Documentary,98 min,06 Oct 1990
1170,Best of the Best 3: No Turning Back,4.8,A martial arts instructor comes to the defense of a schoolteacher who has taken a stand against a local white supremacist organization.,Phillip Rhee,"Phillip Rhee, Christopher McDonald, Gina Gershon","Action, Crime, Drama",90 min,17 May 1995
1171,Bob Roberts,7.0,"A conservative folk singer turns his hand to politics, running for the US Senate. He is not above dirty tricks and smear campaigns to gain an advantage over his opponent.",Tim Robbins,"Tim Robbins, Giancarlo Esposito, Alan Rickman","Comedy, Drama",102 min,04 Sep 1992
1172,Cinema Paradiso,8.5,"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",Giuseppe Tornatore,"Philippe Noiret, Enzo Cannavale, Antonella Attili","Drama, Romance",174 min,23 Feb 1990
1175,Delicatessen,7.5,Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.,"Marc Caro, Jean-Pierre Jeunet","Marie-Laure Dougnac, Dominique Pinon, Pascal Benezech","Comedy, Crime",99 min,03 Apr 1992
1177,Enchanted April,7.3,"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.",Mike Newell,"Alfred Molina, Joan Plowright, Miranda Richardson",Drama,95 min,25 Dec 1992
1178,Paths of Glory,8.4,A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack.,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou","Drama, War",88 min,25 Dec 1957
1180,Hear My Song,7.0,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,Peter Chelsom,"Ned Beatty, Adrian Dunbar, Brian Flanagan","Comedy, Drama, Music",104 min,01 Feb 1992
1184,Mediterraneo,7.4,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",Gabriele Salvatores,"Diego Abatantuono, Claudio Bigagli, Giuseppe Cederna","Comedy, Drama, War",96 min,31 Jan 1991
1185,My Left Foot,7.8,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Jim Sheridan,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan","Biography, Drama",103 min,30 Mar 1990
1186,"Sex, Lies, and Videotape",7.2,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher",Drama,100 min,22 Sep 1989
1187,Passion Fish,7.3,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",John Sayles,"Mary McDonnell, Alfre Woodard, Angela Bassett",Drama,135 min,11 Dec 1992
1188,Strictly Ballroom,7.2,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter","Comedy, Drama, Music",94 min,12 Feb 1993
1191,Madonna: Truth or Dare,6.4,Documentary following singer Madonna on her controversial Blond Ambition tour in 1990.,Alek Keshishian,"Madonna, Donna DeLory, Niki Haris","Documentary, Music",120 min,24 May 1991
1192,Paris Is Burning,8.2,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",Jennie Livingston,"Brooke Xtravaganza, André Christian, Dorian Corey",Documentary,78 min,01 Aug 1991
1193,One Flew Over the Cuckoo's Nest,8.7,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",Milos Forman,"Jack Nicholson, Louise Fletcher, Michael Berryman",Drama,133 min,19 Nov 1975
1194,Up in Smoke,6.9,"Stoner musicians Pedro DePacas and Anthony ""Man"" Stoner unknowingly smuggle a van - made entirely of marijuana - from Mexico to Los Angeles with incompetent Police Sergeant Stedenko hot on their trail.","Lou Adler, Tommy Chong","Cheech Marin, Tommy Chong, Strother Martin","Comedy, Music",86 min,15 Sep 1978
1196,Star Wars: Episode V - The Empire Strikes Back,8.7,"After the Empire overpowers the Rebel Alliance, Luke Skywalker begins training with Jedi Master Yoda, while Darth Vader and bounty hunter Boba Fett pursue his friends across the galaxy.",Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher","Action, Adventure, Fantasy",124 min,18 Jun 1980
1198,Raiders of the Lost Ark,8.4,"In 1936, archaeologists and adventurers of the U.S. government hired Indiana Jones to find the Ark of the Covenant before the Nazis could obtain its extraordinary powers.",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman","Action, Adventure",115 min,12 Jun 1981
1199,Brazil,7.8,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Terry Gilliam,"Jonathan Pryce, Kim Greist, Robert De Niro","Drama, Sci-Fi, Thriller",132 min,18 Dec 1985
1200,Aliens,8.4,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn","Action, Adventure, Horror",137 min,18 Jul 1986
1202,Withnail and I,7.5,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Bruce Robinson,"Richard E. Grant, Paul McGann, Richard Griffiths","Comedy, Drama",107 min,19 Jun 1987
1203,12 Angry Men,9.0,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam","Crime, Drama",96 min,10 Apr 1957
1204,Lawrence of Arabia,8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,"Peter O'Toole, Alec Guinness, Anthony Quinn","Adventure, Biography, Drama",227 min,02 Apr 2013
1207,To Kill a Mockingbird,8.3,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,Robert Mulligan,"Gregory Peck, John Megna, Frank Overton","Crime, Drama",129 min,16 Mar 1963
1208,Apocalypse Now,8.4,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Robert Duvall","Drama, Mystery, War",147 min,15 Aug 1979
1210,Star Wars: Episode VI - Return of the Jedi,8.3,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.",Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher","Action, Adventure, Fantasy",131 min,25 May 1983
1213,Goodfellas,8.7,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci","Biography, Crime, Drama",145 min,21 Sep 1990
1214,Alien,8.5,"After investigating a mysterious transmission of unknown origin, the crew of a commercial spacecraft encounters a deadly lifeform.",Ridley Scott,"Sigourney Weaver, Tom Skerritt, John Hurt","Horror, Sci-Fi",117 min,22 Jun 1979
1215,The Making of 'Army of Darkness',7.5,N/A,N/A,"Bruce Campbell, Embeth Davidtz, Bridget Fonda","Documentary, Short, Action",N/A,01 Feb 1993
1217,Ran,8.2,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu","Action, Drama, War",160 min,01 Jun 1985
1219,Psycho,8.5,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,Alfred Hitchcock,"Anthony Perkins, Janet Leigh, Vera Miles","Horror, Mystery, Thriller",109 min,08 Sep 1960
1222,Full Metal Jacket,8.2,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Stanley Kubrick,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio","Drama, War",116 min,10 Jul 1987
1224,Henry V,7.5,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",Kenneth Branagh,"Kenneth Branagh, Derek Jacobi, Simon Shepherd","Biography, Drama, History",137 min,08 Nov 1989
1225,Amadeus,8.4,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.",Milos Forman,"F. Murray Abraham, Tom Hulce, Elizabeth Berridge","Biography, Drama, Music",160 min,19 Sep 1984
1227,Once Upon a Time in America,8.3,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",Sergio Leone,"Robert De Niro, James Woods, Elizabeth McGovern","Crime, Drama",229 min,01 Jun 1984
1228,Raging Bull,8.1,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci","Biography, Drama, Sport",129 min,19 Dec 1980
1230,Annie Hall,7.9,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",Woody Allen,"Woody Allen, Diane Keaton, Tony Roberts","Comedy, Romance",93 min,20 Apr 1977
1232,Stalker,8.0,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn","Drama, Sci-Fi",162 min,17 Apr 1980
1235,Harold and Maude,7.9,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Hal Ashby,"Ruth Gordon, Bud Cort, Vivian Pickles","Comedy, Drama, Romance",91 min,20 Dec 1971
1236,Trust,7.4,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidnapped Maria sets out to find the woman.",Hal Hartley,"Adrienne Shelly, Martin Donovan, Rebecca Nelson","Comedy, Crime, Drama",107 min,20 Sep 1991
1238,Local Hero,7.3,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",Bill Forsyth,"Burt Lancaster, Peter Riegert, Fulton Mackay","Comedy, Drama",111 min,29 Apr 1983
1242,Glory,7.8,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",Edward Zwick,"Matthew Broderick, Denzel Washington, Cary Elwes","Biography, Drama, History",122 min,16 Feb 1990
1244,Manhattan,7.8,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Woody Allen,"Woody Allen, Diane Keaton, Mariel Hemingway","Comedy, Drama, Romance",96 min,25 Apr 1979
1245,Miller's Crossing,7.7,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.","Joel Coen, Ethan Coen","Gabriel Byrne, Albert Finney, John Turturro","Crime, Drama, Thriller",115 min,05 Oct 1990
1246,Dead Poets Society,8.1,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",Peter Weir,"Robin Williams, Robert Sean Leonard, Ethan Hawke","Comedy, Drama",128 min,09 Jun 1989
1248,Touch of Evil,8.0,"A Mexican official and his American wife are targeted in a Texas border town by the crime family he's trying to put behind bars for drug trafficking, as his concern grows over the tactics of the local detective whose cooperation h...",Orson Welles,"Charlton Heston, Orson Welles, Janet Leigh","Crime, Drama, Film-Noir",95 min,23 Apr 1958
1252,Chinatown,8.1,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",Roman Polanski,"Jack Nicholson, Faye Dunaway, John Huston","Drama, Mystery, Thriller",130 min,20 Jun 1974
1255,Bad Taste,6.5,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,Peter Jackson,"Terry Potter, Pete O'Herne, Craig Smith","Comedy, Horror, Sci-Fi",91 min,21 Jun 1989
1256,Duck Soup,7.7,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side th...",Leo McCarey,"Groucho Marx, Harpo Marx, Chico Marx","Comedy, Musical",69 min,17 Nov 1933
1257,Better Off Dead,7.1,"After his girlfriend Beth Truss ditches him for boorish ski jock Roy Stalin, sad-sack high-school student Lane Meyer decides that suicide is the only answer, but his inept attempts bring him nothing but agony and embarrassment.",Savage Steve Holland,"John Cusack, David Ogden Stiers, Kim Darby","Comedy, Romance",97 min,11 Oct 1985
1259,Stand by Me,8.1,A writer recounts a childhood journey with his friends to find the body of a missing boy.,Rob Reiner,"Wil Wheaton, River Phoenix, Corey Feldman","Adventure, Comedy, Drama",89 min,22 Aug 1986
1260,M,8.3,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",Fritz Lang,"Peter Lorre, Ellen Widmann, Inge Landgut","Crime, Mystery, Thriller",99 min,31 Aug 1931
1261,Evil Dead II: Dead by Dawn (1987),N/A,N/A,N/A,N/A,Talk-Show,N/A,15 Oct 2021
1264,Diva,7.1,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.",Jean-Jacques Beineix,"Wilhelmenia Fernandez, Frédéric Andréi, Roland Bertin","Crime, Music, Thriller",117 min,23 Apr 1982
1265,Groundhog Day,8.0,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",Harold Ramis,"Bill Murray, Andie MacDowell, Chris Elliott","Comedy, Drama, Fantasy",101 min,12 Feb 1993
1266,Unforgiven,8.2,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman","Drama, Western",130 min,07 Aug 1992
1268,Pump Up the Volume,7.2,Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,Allan Moyle,"Christian Slater, Samantha Mathis, Anthony Luke Lucero","Comedy, Drama, Music",102 min,22 Aug 1990
1269,Arsenic and Old Lace,7.9,"Mortimer Brewster, a Brooklyn writer of books on the futility of marriage, risks his reputation after he decides to tie the knot. Things grow complicated when he learns that his beloved maiden aunts Abby and Martha are serial murd...",Frank Capra,"Cary Grant, Priscilla Lane, Raymond Massey","Comedy, Crime, Thriller",118 min,21 Sep 1944
1270,Back to the Future,8.5,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.",Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson","Adventure, Comedy, Sci-Fi",116 min,03 Jul 1985
1271,Fried Green Tomatoes,7.7,"Evelyn, an ordinary housewife, visits a nursing home and befriends the old lady Ninny. Together, they bond over stories from the past about two intrepid women of Whistle Stop Cafe.",Jon Avnet,"Kathy Bates, Jessica Tandy, Mary Stuart Masterson",Drama,130 min,24 Jan 1992
1272,Patton,7.9,The World War II phase of the career of controversial American general George S. Patton.,Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young","Biography, Drama, War",172 min,02 Apr 1970
1273,Down by Law,7.7,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Jim Jarmusch,"Tom Waits, John Lurie, Roberto Benigni","Comedy, Crime, Drama",107 min,25 Sep 1986
1274,Akira,8.0,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama","Animation, Drama, Fantasy",124 min,16 Jul 1988
1275,Highlander,7.0,"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".",Russell Mulcahy,"Christopher Lambert, Sean Connery, Clancy Brown","Action, Adventure, Fantasy",116 min,07 Mar 1986
1276,Cool Hand Luke,8.1,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.",Stuart Rosenberg,"Paul Newman, George Kennedy, Strother Martin","Crime, Drama",127 min,01 Nov 1967
1277,Cyrano de Bergerac,7.5,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",Jean-Paul Rappeneau,"Gérard Depardieu, Anne Brochet, Vincent Perez","Comedy, Drama, History",137 min,01 Dec 1990
1278,Young Frankenstein,8.0,"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",Mel Brooks,"Gene Wilder, Madeline Kahn, Marty Feldman",Comedy,106 min,15 Dec 1974
1279,Night on Earth,7.7,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,"Winona Ryder, Gena Rowlands, Lisanne Falk","Comedy, Drama",129 min,12 Dec 1991
1280,Raise the Red Lantern,8.1,"China in the 1920s. After her father's death, Songlian is forced to marry the wealthy Master Chen. With three wives already, each living in a separate house, there is fierce competition for his attention and the privileges that ar...",Yimou Zhang,"Gong Li, Jingwu Ma, Saifei He","Drama, Romance",125 min,18 Dec 1991
1282,Fantasia,7.7,"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.","James Algar, Samuel Armstrong, Ford Beebe Jr.","Leopold Stokowski, Deems Taylor, The Philadelphia Orchestra","Animation, Family, Fantasy",124 min,19 Sep 1941
1283,High Noon,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at ""high noon"" when the gang leader, an outlaw he ""sent up"" years ago, arrives on the noon tr...",Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell","Drama, Thriller, Western",85 min,30 Jul 1952
1285,Heathers (1989),N/A,N/A,N/A,N/A,Talk-Show,N/A,08 Sep 2023
1286,Somewhere in Time,7.2,A Chicago playwright uses self-hypnosis to travel back in time and meet the actress whose vintage portrait hangs in a grand hotel.,Jeannot Szwarc,"Christopher Reeve, Jane Seymour, Christopher Plummer","Drama, Fantasy, Romance",103 min,03 Oct 1980
1287,Ben-Hur,8.1,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd","Adventure, Drama",212 min,18 Nov 1959
